source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,Lamestream Media is only getting worse! https://t.co/cuTRo87tz3,04-18-2020 03:42:23,14047,49663,false,1251355367671508993
Twitter for iPhone,Cut him off now! https://t.co/kdGybEFeOI,04-18-2020 03:40:31,42555,131505,false,1251354896651223041
Twitter for iPhone,RT @charliekirk11: Facts:California’s Motor Voter law resulted in AT LEAST 1500 people including non-citizens being registered to vote…,04-18-2020 03:38:24,20994,0,false,1251354366495375361
Twitter for iPhone,Great book. Get it and support Charlie! https://t.co/fG7YXOCk9R,04-18-2020 03:38:07,10874,46421,false,1251354295406071814
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: Economic relief payments have been sent out to over 80 million Americans!If you haven’t got yo…,04-18-2020 03:35:22,5655,0,false,1251353604386107392
Twitter for iPhone,They are Fake News Losers! https://t.co/3RHcBZogms,04-18-2020 03:35:10,17192,69591,false,1251353550703247361
Twitter for iPhone,RT @GOPChairwoman: Democrats are blocking more funding for #PaycheckProtectionProgram that @realDonaldTrump signed into law.1.7M #smallbi…,04-18-2020 03:31:42,9042,0,false,1251352678065635328
Twitter for iPhone,RT @TeamTrump: The partisan media has spread false information about America's testing capacity!President @realDonaldTrump isn't afraid t…,04-18-2020 03:31:30,6562,0,false,1251352627654385664
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump: “The ultimate victory in this war will be made possible by America’s scientific brilliance.” htt…,04-18-2020 03:31:17,6071,0,false,1251352576785874945
Twitter for iPhone,RT @GOPChairwoman: Great news from @realDonaldTrump:So far the Treasury Department has sent 80 million Americans economic relief payment…,04-18-2020 03:31:08,4853,0,false,1251352538957447169
Twitter for iPhone,RT @ChanelRion: AG Sec Sonny Purdue:- Ag Relief Program is in 2 parts1) $16 bill in direct payments2) USDA will purchase $3 Bill in food…,04-18-2020 03:26:35,4566,0,false,1251351393828569089
Twitter for iPhone,RT @ChanelRion: #HAPPENINGNOW: White House Daily  Briefing 4/17/20- Treasury has sent relief checks to over 80 mill Americans - https://t…,04-18-2020 03:26:25,4747,0,false,1251351349746438144
Twitter for iPhone,RT @WhiteHouse: Yesterday we unveiled the Guidelines for Opening Up America Again! 🇺🇸 https://t.co/HxnTNieF8w https://t.co/TaBM5RfBC0,04-18-2020 01:02:29,7172,0,false,1251315126608764928
Twitter for iPhone,RT @SecretarySonny: Thank you @realDonaldTrump for all you do for America's farmers and ranchers.,04-18-2020 01:01:34,10288,0,false,1251314895896920065
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/2cfwNTvpNX,04-17-2020 22:22:30,6894,0,false,1251274866139058179
Twitter for iPhone,White House news conference today at 6:00 P.M. Eastern. Thank you!,04-17-2020 19:33:46,18106,104855,false,1251232404100038656
Twitter for iPhone,Cuomo ridiculously wanted “40 thousand Ventilators”. We gave him a small fraction of that number and it was plenty. State should have had them in stockpile!,04-17-2020 17:00:01,25774,127520,false,1251193712580968450
Twitter for iPhone,The States have to step up their TESTING!,04-17-2020 16:32:43,23370,138967,false,1251186839983132673
Twitter for iPhone,China has just announced a doubling in the number of their deaths from the Invisible Enemy. It is far higher than that and far higher than the U.S. not even close!,04-17-2020 16:30:05,61008,269439,false,1251186179548033025
Twitter for iPhone,Biden/Obama were a disaster in handling the H1N1 Swine Flu. Polling at the time showed disastrous approval numbers. 17000 people died unnecessarily and through incompetence! Also don’t forget their 5 Billion Dollar Obamacare website that should have cost close to nothing!,04-17-2020 16:25:30,31293,124140,false,1251185023459483653
Twitter for iPhone,Governor Cuomo should spend more time “doing” and less time “complaining”. Get out there and get the job done. Stop talking! We built you thousands of hospital beds that you didn’t need or use gave large numbers of Ventilators that you should have had and helped you with....,04-17-2020 16:11:45,32299,142259,false,1251181563506757632
Twitter for iPhone,....testing that you should be doing. We have given New York far more money help and equipment than any other state by far &amp; these great men &amp; women who did the job never hear you say thanks. Your numbers are not good. Less talk and more action!,04-17-2020 16:11:45,21284,96018,false,1251181566740619265
Twitter for iPhone,LIBERATE VIRGINIA and save your great 2nd Amendment. It is under siege!,04-17-2020 15:25:45,46400,195122,false,1251169987110330372
Twitter for iPhone,LIBERATE MICHIGAN!,04-17-2020 15:22:41,42427,209901,false,1251169217531056130
Twitter for iPhone,LIBERATE MINNESOTA!,04-17-2020 15:21:48,37986,175596,false,1251168994066944003
Twitter for iPhone,Today people started losing their jobs because of Crazy Nancy Pelosi Cryin’ Chuck Schumer and the Radical Left Do Nothing Democrats who should immediately come back to Washington and approve legislation to help families in America. End your ENDLESS VACATION!,04-17-2020 13:50:31,52856,191980,false,1251146022665048064
Twitter for iPhone,Why did the W.H.O. Ignore an email from Taiwanese health officials in late December alerting them to the possibility that CoronaVirus could be transmitted between humans? Why did the W.H.O. make several claims about the CoronaVirus that ere either inaccurate or misleading....,04-17-2020 13:20:29,87781,312405,false,1251138462968922119
Twitter for iPhone,....in January and February as the Virus spread globally? Why did the W.H.O. wait as long as it did to take decisive action? Lanhee Chen Hoover Institution Fellow @FoxNews,04-17-2020 13:20:29,29886,119129,false,1251138465246449664
Twitter for iPhone,THANK GOD FOR TRUCKERS! https://t.co/PNLPAkhNUK,04-17-2020 02:05:53,45311,236132,false,1250968694773211141
Twitter for iPhone,https://t.co/lmb1H6I6en,04-16-2020 23:24:57,35936,142364,false,1250928193755926531
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/NB3LRIZHI7,04-16-2020 22:07:00,9122,0,false,1250908580192100352
Twitter for iPhone,Crazy Nancy Pelosi deleted this from her Twitter account. She wanted everyone to pack into Chinatown long after I closed the BORDER TO CHINA. Based on her statement she is responsible for many deaths. She’s an incompetent third-rate politician! https://t.co/uWNI7DCG3o,04-16-2020 18:24:30,98752,271423,false,1250852583318736896
Twitter for iPhone,Major News Conference tonight the White House at 6:00 P.M. (Eastern) to explain Guidelines for OPENING UP AMERICA AGAIN!,04-16-2020 18:18:46,37573,177666,false,1250851143363805185
Twitter for iPhone,Democrats are blocking additional funding for the popular Paycheck Protection Program. They are killing American small businesses. Stop playing politics Dems! Support Refilling PPP NOW – it is out of funds!,04-16-2020 17:11:42,47284,172850,false,1250834265471954945
Twitter for iPhone,Crazy “Nancy Pelosi you are a weak person. You are a poor leader. You are the reason America hates career politicians like yourself.” @seanhannity She is totally incompetent &amp; controlled by the Radical Left a weak and pathetic puppet. Come back to Washington and do your job!,04-16-2020 13:33:08,69490,293377,false,1250779261595783168
Twitter for iPhone,.@OANN Poll “Gives President Trump a 52% Approval Rating in North Carolina and a seven point lead over (Sleepy) Joe Biden. The President also helps other Republican Candidates including @SenThomTillis who has a 4% lead over his Democrat rival.”,04-16-2020 13:12:40,23512,108405,false,1250774109144875008
Twitter for iPhone,RT @WhiteHouse: The Federal government has ordered and shipped hundreds of millions of PPE items around the country. https://t.co/bVD3SyuXas,04-15-2020 22:51:36,10901,0,false,1250557416078532617
Twitter for iPhone,RT @WhiteHouse: In 11 days @GM sourced materials transformed a manufacturing facility and trained a workforce to build lifesaving ventil…,04-15-2020 22:51:22,10187,0,false,1250557356238389248
Twitter for iPhone,RT @WhiteHouse: We are using every available authority to accelerate the development study and delivery of therapies. https://t.co/GKbkUd…,04-15-2020 22:51:20,9640,0,false,1250557346193031168
Twitter for iPhone,RT @WhiteHouse: To date more than 3.3 million Coronavirus tests have been completed and 48 different tests have been authorized. https://t…,04-15-2020 22:51:14,9100,0,false,1250557321039790080
Twitter for iPhone,White House news conference today at 5:30 P.M. Eastern. Thank you!,04-15-2020 20:49:31,16413,122845,false,1250526689702150153
Twitter for iPhone,We are having very productive calls with the leaders of every sector of the economy who are all-in on getting America back to work and soon. More to come! #MAGA,04-15-2020 19:02:47,34190,196240,false,1250499831132573699
Twitter for iPhone,My condolences to the Steinbrenner family and the entire @Yankees Organization on the passing of Hank Steinbrenner. He was a friend and will be missed greatly by all! https://t.co/nHsO7Wy0oM,04-15-2020 15:48:05,11811,64336,false,1250450832937684992
Twitter for iPhone,#ThanksForDelivering @UPS! https://t.co/4Sis7Tme17,04-15-2020 15:39:58,18529,90810,false,1250448788386439168
Twitter for iPhone,RT @USNavy: Hard at work in #NYC.#USNavy Sailors provide care for trauma emergency and urgent care patients without regard to their #CO…,04-15-2020 15:39:13,7977,0,false,1250448601735745538
Twitter for iPhone,Our GREAT Senator from South Carolina @SenatorTimScott just released a fantastic new book “OPPORTUNITY KNOCKS: How Hard Work Community and Business Can Improve Lives and End Poverty.” Get your copy today! https://t.co/fmSYMijfgm,04-15-2020 15:37:20,14558,56369,false,1250448126835675139
Twitter for iPhone,RT @GOPLeader: RT to tell Chuck Schumer and Nancy Pelosi to STOP blocking critical funding for small businesses. The Paycheck Protection Pr…,04-15-2020 15:36:00,38842,0,false,1250447792910237703
Twitter for iPhone,“The Art of an Oil Deal” https://t.co/UyH5pYTmYw,04-15-2020 00:45:11,20706,86368,false,1250223610867986432
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is halting funding of the World Health Organization while a review is conducted to assess WHO's…,04-14-2020 23:25:18,30632,0,false,1250203509296959488
Twitter for iPhone,https://t.co/KRxBA0OjpX,04-14-2020 23:25:07,16141,81132,false,1250203462555570176
Twitter for iPhone,White House news conference today at 5:45 P.M. Eastern. Thank you!,04-14-2020 21:21:24,16754,128237,false,1250172326920040449
Twitter for iPhone,My Administration is committed to protecting the Homeland from the scourge of narco-terrorists and traffickers seeking to destabilize the United States and our Hemisphere. Our military deployments in the Caribbean &amp; Eastern Pacific will endure until these threats are neutralized! https://t.co/iOKSK1NeNf,04-14-2020 15:49:52,32011,114434,false,1250088893766078470
Twitter for iPhone,Tell the Democrat Governors that “Mutiny On The Bounty” was one of my all time favorite movies. A good old fashioned mutiny every now and then is an exciting and invigorating thing to watch especially when the mutineers need so much from the Captain. Too easy!,04-14-2020 14:57:19,37803,161533,false,1250075668282576898
Twitter for iPhone,GET RID OF BALLOT HARVESTING IT IS RAMPANT WITH FRAUD. THE USA MUST HAVE VOTER I.D. THE ONLY WAY TO GET AN HONEST COUNT!,04-14-2020 14:24:51,69040,286085,false,1250067500190089217
Twitter for iPhone,Cuomo’s been calling daily even hourly begging for everything most of which should have been the state’s responsibility such as new hospitals beds ventilators etc. I got it all done for him and everyone else and now he seems to want Independence! That won’t happen!,04-14-2020 14:07:11,37873,196677,false,1250063051182747651
Twitter for iPhone,The Democrats don’t want to approve more money for our great workers under the incredibly successful “Paycheck” plan. Replenish Account Now!,04-14-2020 13:40:12,31520,131556,false,1250056263746162688
Twitter Media Studio,https://t.co/DRVhpMCuAx,04-14-2020 02:33:12,23368,80691,false,1249888406127153155
Twitter Media Studio,https://t.co/ImJ7W5MACi,04-14-2020 02:27:13,19892,71150,false,1249886901320011786
Twitter for iPhone,https://t.co/NOAE5Q6QxH,04-14-2020 02:08:10,34135,135413,false,1249882105406009345
Twitter for iPhone,RT @TrumpWarRoom: Media keep asking what the Trump Administration was doing in February to combat the coronavirus after restricting travel…,04-14-2020 01:00:56,21960,0,false,1249865186858672130
Twitter Media Studio,https://t.co/6fEymjTjUM,04-14-2020 00:32:59,55205,160707,false,1249858152578920449
Twitter for iPhone,RT @WhiteHouse: "We're very close to completing a plan to open our country." https://t.co/xnV4XxwnjL,04-14-2020 00:27:08,19003,0,false,1249856681766457344
Twitter for iPhone,RT @WhiteHouse: Over the weekend the number of daily new infections remained flat.Thanks to the efforts of every American our strategie…,04-14-2020 00:26:57,9919,0,false,1249856634467295232
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump offered his condolences to Americans across the south who just endured deadly tornadoes and seve…,04-14-2020 00:26:40,9427,0,false,1249856562002366465
Twitter for iPhone,RT @WhiteHouse: LIVE: Press Briefing with Coronavirus Task Force https://t.co/IoHRJuAFbT,04-13-2020 21:50:14,9909,0,false,1249817194697035776
Twitter for iPhone,My deepest sympathies go out to Frieda Chera and the family of the late great Stanley Chera one of Manhattan’s most brilliant real estate minds. Stanley was charitable kind and a wonderful friend. He will be truly missed!,04-13-2020 21:14:10,17465,117779,false,1249808119217172489
Twitter for iPhone,First the Fake News Media said that it’s not fair for the President of the United States to be giving news conferences but it is the only way I can reach the American People as seen in the below poll. https://t.co/xP2rqjqtaf,04-13-2020 20:31:30,28435,117337,false,1249797383132766215
Twitter for iPhone,White House news conference today at 5:00 P.M. Eastern. Thank you!,04-13-2020 19:30:35,21195,143641,false,1249782050871300096
Twitter for iPhone,....It is the decision of the President and for many good reasons. With that being said the Administration and I are working closely with the Governors and this will continue. A decision by me in conjunction with the Governors and input from others will be made shortly!,04-13-2020 14:53:52,25233,113071,false,1249712413219397632
Twitter for iPhone,For the purpose of creating conflict and confusion some in the Fake News Media are saying that it is the Governors decision to open up the states not that of the President of the United States &amp; the Federal Government. Let it be fully understood that this is incorrect....,04-13-2020 14:53:50,36236,159510,false,1249712404260421633
Twitter for iPhone,....disaster the Energy Industry will be strong again far faster than currently anticipated. Thank you to all of those who worked with me on getting this very big business back on track in particular Russia and Saudi Arabia.,04-13-2020 13:31:20,17132,84322,false,1249691642975727616
Twitter for iPhone,Having been involved in the negotiations to put it mildly the number that OPEC+ is looking to cut is 20 Million Barrels a day not the 10 Million that is generally being reported. If anything near this happens and the World gets back to business from the Covid 19.....,04-13-2020 13:31:19,23494,112859,false,1249691637040795654
Twitter for iPhone,The @nytimes story is a Fake just like the “paper” itself. I was criticized for moving too fast when I issued the China Ban long before most others wanted to do so. @SecAzar told me nothing until later and Peter Navarro memo was same as Ban (see his statements). Fake News!,04-13-2020 02:08:16,29630,126751,false,1249519742093864961
Twitter for iPhone,I am working hard to expose the corruption and dishonesty in the Lamestream Media. That part is easy the hard part is WHY?,04-13-2020 01:16:50,74250,398266,false,1249506799532867585
Twitter for iPhone,The @nytimes story is a Fake just like the “paper” itself. I was criticized for moving too fast when I issued the China Ban long before most others wanted to do so. @SecAzar told me nothing until later and @PeterNavarroUSA memo was same as Ban (see his statements). Fake News!,04-13-2020 01:09:56,9083,33889,false,1249505062554144768
Twitter for iPhone,RT @CLewandowski_: US House hopeful Mowers raised $354K in first quarter; campaign says it’s a primary record for a GOP candidate in NH. We…,04-13-2020 00:55:15,11757,0,false,1249501370199289858
Twitter for iPhone,RT @CLewandowski_: Fox News Poll: Trump job approval hits new high as voters rally during crisis. Eighty-nine percent of Republicans approv…,04-13-2020 00:54:03,13619,0,false,1249501066393260032
Twitter for iPhone,RT @DavidJUrban: @HillaryClinton said she would "​put a lot of coal miners out of jobs" now @JoeBiden says the same thing to the hardworkin…,04-13-2020 00:53:40,12671,0,false,1249500967906824194
Twitter for iPhone,RT @David_Bossie: New digital ad up in battleground states today highlighting @realDonaldTrump strong leadership combating the coronavirus…,04-13-2020 00:52:50,11710,0,false,1249500761505124352
Twitter for iPhone,Thank you Paris! https://t.co/hDUppWgIXA,04-13-2020 00:51:35,11934,57338,false,1249500443782320129
Twitter for iPhone,Thank you! https://t.co/z8dgzQxkVC,04-13-2020 00:47:42,17841,84299,false,1249499469202292741
Twitter for iPhone,RT @AnthemRespect: @Lrihendry @NatalieJHarp @PlaysTrumpCard @ROHLL5 @bfraser747 @oUSA_JEDIo @polishprincessh @flightcrew @IamAllOutOfGum @T…,04-13-2020 00:47:09,7450,0,false,1249499330823757824
Twitter for iPhone,RT @AnthemRespect: If you’re an Independent or Moderate Democrat......never forget that while Democrat Party leaders are fighting hard fo…,04-13-2020 00:40:27,17251,0,false,1249497643308498947
Twitter for iPhone,I look forward to it also! https://t.co/IGZLBgJnn2,04-13-2020 00:38:34,20513,107183,false,1249497171403120642
Twitter for iPhone,RT @ScottPresler: Ladies &amp; gentlemen I present to you: The democrat presidential candidate. “We have never never let our democracy sa…,04-13-2020 00:36:31,11244,0,false,1249496654979440643
Twitter for iPhone,RT @ScottPresler: Here’s an example of what I’m working on:https://t.co/gBhemBhfHLVirginia’s 2nd Congressional District is flippable.#…,04-13-2020 00:35:01,7993,0,false,1249496277743796227
Twitter for iPhone,RT @ScottPresler: Georgia’s 6th District is flippable. This one’s for you Cobb Fulton &amp; Dekalb Counties. https://t.co/08rPm4E2kv#GA…,04-13-2020 00:33:38,8036,0,false,1249495927506821120
Twitter for iPhone,Great going Natalie! https://t.co/OldfyDdFRO,04-13-2020 00:08:23,20337,78267,false,1249489574184747008
Twitter for iPhone,RT @realDonaldTrump: Governors get your states testing programs &amp; apparatus perfected. Be ready big things are happening. No excuses! The…,04-12-2020 22:57:31,35572,0,false,1249471739853180928
Twitter for iPhone,RT @realDonaldTrump: The big Oil Deal with OPEC Plus is done. This will save hundreds of thousands of energy jobs in the United States. I w…,04-12-2020 22:56:53,40028,0,false,1249471579219791873
Twitter for iPhone,RT @realDonaldTrump: If the Fake News Opposition Party is pushing with all their might the fact that President Trump “ignored early warni…,04-12-2020 22:56:32,50131,0,false,1249471491533611009
Twitter for iPhone,RT @realDonaldTrump: For the first time in history there is a fully signed Presidential Disaster Declaration for all 50 States. We are winn…,04-12-2020 22:56:15,42509,0,false,1249471421031616517
Twitter for iPhone,RT @OANN: Report: Obama admin. repeatedly cut PPE stockpile failed to replenish s... https://t.co/ikk9TKj85x #OANN,04-12-2020 22:53:07,12327,0,false,1249470633605574656
Twitter for iPhone,Sorry Fake News it’s all on tape. I banned China long before people spoke up. Thank you @OANN https://t.co/d40JQkUZg5,04-12-2020 22:51:33,37181,118404,false,1249470237726081030
Twitter for iPhone,RT @OANN: Report: FBI hid details of Papadopoulos investigation from court https://t.co/NYnElqoZDL #OANN,04-12-2020 22:24:43,9512,0,false,1249463483890098176
Twitter for iPhone,RT @Amanda_Bril: The President's Easter message"we hope all of you are filled with the joy love and hope that marks this holiest of days…,04-12-2020 22:24:00,7724,0,false,1249463304457781258
Twitter for iPhone,Fake News! https://t.co/HzPQgbXgxX,04-12-2020 22:21:49,16599,63846,false,1249462754257371137
Twitter for iPhone,RT @jsolomonReports: Read the explosive declassified footnotes from the Horowitz report revealing that the FBI was warned that Christopher…,04-12-2020 22:19:26,14577,0,false,1249462155360993280
Twitter for iPhone,RT @SaraCarterDC: FBI's 'central evidence' To Spy On Trump Campaign Was Russian Disinformation Declassified IG Footnotes Reveal - ⁦@SenR…,04-12-2020 22:18:59,10499,0,false,1249462043230470144
Twitter for iPhone,RT @ChuckRossDC: NEW: FBI Received Evidence Of Russian Disinformation In Steele DossierA Hill source adds: "Schiff was slinging Russian d…,04-12-2020 22:18:26,9966,0,false,1249461905627983873
Twitter for iPhone,RT @ChuckRossDC: Scott Gottlieb says @WHO enabled China's obfuscation on coronavirus and that it could have been containable had Beijing n…,04-12-2020 22:17:41,8239,0,false,1249461717094019072
Twitter for iPhone,Governors get your states testing programs &amp; apparatus perfected. Be ready big things are happening. No excuses! The Federal Government is there to help. We are testing more than any country in the World. Also gear up with Face Masks!,04-12-2020 21:43:10,35572,160182,false,1249453028178001920
Twitter for iPhone,The Opposition Party (Lamestream Media) and their partner the Radical Left Do Nothing Democrats have put their political game plan in full swing. “Whether he is right or wrong it doesn’t matter. Criticize ’Trump’ for everything and don’t let the public see Biden. Hide him.”,04-12-2020 21:33:34,29626,114023,false,1249450614343507969
Twitter for iPhone,If the Fake News Opposition Party is pushing with all their might the fact that President Trump “ignored early warnings about the threat” then why did Media &amp; Dems viciously criticize me when I instituted a Travel Ban on China? They said “early &amp; not necessary.” Corrupt Media!,04-12-2020 20:43:12,50131,204931,false,1249437936539631616
Twitter for iPhone,Just watched Mike Wallace wannabe Chris Wallace on @FoxNews. I am now convinced that he is even worse than Sleepy Eyes Chuck Todd of Meet the Press(please!) or the people over at Deface the Nation. What the hell is happening to @FoxNews. It’s a whole new ballgame over there!,04-12-2020 19:49:37,30394,124199,false,1249424452477235200
Twitter for iPhone,The big Oil Deal with OPEC Plus is done. This will save hundreds of thousands of energy jobs in the United States. I would like to thank and congratulate President Putin of Russia and King Salman of Saudi Arabia. I just spoke to them from the Oval Office. Great deal for all!,04-12-2020 19:40:03,40028,166188,false,1249422044564992001
Twitter for iPhone,For the first time in history there is a fully signed Presidential Disaster Declaration for all 50 States. We are winning and will win the war on the Invisible Enemy!,04-12-2020 19:25:35,42509,243253,false,1249418405951799309
Twitter for iPhone,https://t.co/VfrOSwXoqU,04-12-2020 16:23:44,15263,47635,false,1249372642454515712
Twitter for iPhone,https://t.co/ZawRDjsldB,04-12-2020 16:23:21,9760,30035,false,1249372545037541376
Twitter for iPhone,https://t.co/wwjRRx4W0P,04-12-2020 16:22:59,13322,44041,false,1249372453949898756
Twitter for iPhone,Great businessman &amp; philanthropist Bernie Marcus Co-Founder of Home Depot said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating  CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer,04-12-2020 16:14:52,31714,145472,false,1249370410422095872
Twitter for iPhone,Great businessman &amp; philanthropist Bernies Marcus Co-Founder of Home Depot said that Congress was too distracted by the (phony) Impeachment Witch Hunt when they should have been investigating  CoronaVirus when it first appeared in China. Media played a big roll also!@dcexaminer,04-12-2020 16:10:38,1987,1,false,1249369344540377089
Twitter for iPhone,HAPPY EASTER!,04-12-2020 14:21:55,62512,538458,false,1249341983702876161
Twitter for iPhone,A very good sign is that empty hospital beds are becoming more and more prevalent. We deployed 418 Doctors Nurses and Respiratory Therapists from the hospital ship Comfort and the Javits Convention Center to hospitals in NYC &amp; State. Have more bed capacity than was needed. Good!,04-12-2020 14:21:03,31869,170760,false,1249341768157495296
Twitter for iPhone,RT @realDonaldTrump: Wishing all a safe and blessed Easter Sunday. I will be tuning into Pastor @robertjeffress at https://t.co/roBC6bOARn…,04-12-2020 14:20:36,13886,0,false,1249341655251062785
Twitter for iPhone,HAPPY EASTER! https://t.co/UX5Bhm82H2,04-12-2020 12:06:04,52894,272271,false,1249307795196952576
Twitter for iPhone,https://t.co/b3fwPSkSCF,04-12-2020 01:18:34,15667,60379,false,1249144850357903360
Twitter for iPhone,Will be interviewed by @JudgeJeanine tonight at 9:00 P.M. Eastern on @FoxNews!,04-12-2020 00:58:32,7188,44365,false,1249139807726559234
Twitter for iPhone,RT @SteveScalise: Let's be clear about what's going on:Republicans are trying to replenish the Paycheck Protection Program before funds r…,04-12-2020 00:43:58,37729,0,false,1249136141112152064
Twitter for iPhone,RT @MarioDB: What a great story. @AmericanAir has turned the Admirals Club at @iflymia into a mask-making factory! During a time of crisi…,04-12-2020 00:42:48,5911,0,false,1249135849134067713
Twitter for iPhone,RT @HouseGOP: The #PaycheckProtectionProgram is a lifeline for small businesses on Main Street across America. Congress must urgently pas…,04-12-2020 00:42:09,7562,0,false,1249135682011922433
Twitter for iPhone,RT @senatemajldr: Small business layoffs spiked 1000% last month. 10% of the U.S. workforce is now jobless. This is no time for political…,04-12-2020 00:41:22,13117,0,false,1249135484833595392
Twitter for iPhone,RT @GOPLeader: The Paycheck Protection Program has been so successful for America’s small businesses that it is projected to run out of mon…,04-12-2020 00:41:09,9622,0,false,1249135432157335552
Twitter for iPhone,Cryin’Chuck doesn’t have a clue. Couldn’t care less about the American Worker! https://t.co/eoXxXdn460,04-12-2020 00:40:20,20097,67030,false,1249135225994719232
Twitter for iPhone,RT @GOPLeader: Speaker Pelosi has said she is aware of 'no data as to why we need' more funding for Americans’ paychecks. Anyone paying att…,04-12-2020 00:38:15,10820,0,false,1249134702537080833
Twitter for iPhone,RT @FLOTUS: On the eve of #Easter let us remember the ones who lost their lives to COVID19. Please try to connect w/ family friends &amp; lov…,04-12-2020 00:37:32,14991,0,false,1249134521636847616
Twitter for iPhone,RT @FLOTUS: It is a great honor to serve the people of this incredible country. 🇺🇸 #InaugurationDay2017 https://t.co/4SEj2VBxXO,04-12-2020 00:36:06,22558,0,false,1249134160926707712
Twitter for iPhone,Mail in ballots substantially increases the risk of crime and VOTER FRAUD!,04-12-2020 00:29:00,42033,208785,false,1249132374547464193
Twitter for iPhone,Will be interviewed by @JudgeJeanine tonight at 9:00 P.M. Eastern on @FoxNews! https://t.co/F83yVaxXab,04-11-2020 23:51:58,8546,37270,false,1249123053180723200
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,04-11-2020 23:34:58,43212,176139,false,1249118778404765696
Twitter for iPhone,Governor @GavinNewsom of California has been very nice &amp;  highly supportive about the great job we have done working together for California. That is the good news but this is the bad. He is unfairly under attack by the Radical Left Dems MSDNC etc. He is strong! Will he fold?,04-11-2020 23:28:18,17150,80488,false,1249117097365508097
Twitter for iPhone,I will be watching. HAVE A GREAT EASTER! https://t.co/wCa7u6qSnl,04-11-2020 22:38:29,11563,48160,false,1249104562935431168
Twitter for iPhone,RT @robertjeffress: During our 152-year history in downtown Dallas Presidents Woodrow Wilson Gerald Ford &amp; George H. W. Bush have worship…,04-11-2020 22:37:14,9915,0,false,1249104247322554369
Twitter for iPhone,RT @robertjeffress: Thank you President @realDonaldTrump! We are honored to have you join us and are grateful for your strong leadership o…,04-11-2020 22:37:03,8958,0,false,1249104203118792705
Twitter for iPhone,The Wall Street Journal Editorial Board doesn’t have a clue on how to fight and win. Their views on Tariffs &amp; Trade are losers for the U.S. but winners for other countries including China. If we followed their standards  we’d have no Country left. They should love Sleepy Joe!,04-11-2020 22:35:35,17187,73928,false,1249103831994118146
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder where the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,04-11-2020 22:27:01,8950,30643,false,1249101675509370882
Twitter for iPhone,So now the Fake News @nytimes is tracing the CoronaVirus origins back to Europe NOT China. This is a first! I wonder what the Failing New York Times got for this one? Are there any NAMED sources? They were recently thrown out of China like dogs and obviously want back in. Sad!,04-11-2020 22:22:58,953,3197,false,1249100658692648962
Twitter for iPhone,Watching @FoxNews on weekend afternoons is a total waste of time. We now have some great alternatives like @OANN.,04-11-2020 21:53:36,34830,140387,false,1249093268920467457
Twitter for iPhone,“The President and the Federal Government are doing an excellent job. When they say the death toll isn’t going to be as high as reported they (the opposition) act like they’re sad because it’s lower. I think they are (Press Conferences) wonderful.” West Virginia Resident C Span,04-11-2020 21:48:58,19026,94759,false,1249092100236460033
Twitter for iPhone,Great editorial by @SenRonJohnson! https://t.co/hGmcwI4OSe,04-11-2020 21:36:48,11509,37430,false,1249089038499426304
Twitter for iPhone,Wishing all a safe and blessed Easter Sunday. I will be tuning into Pastor @robertjeffress at https://t.co/roBC6bOARn Church in Dallas Texas tomorrow morning at 10:20 AM Eastern. https://t.co/wCa7u6qSnl,04-11-2020 21:08:43,13886,55633,false,1249081971604631554
Twitter for iPhone,WE WILL BUILD IT AGAIN!,04-11-2020 18:53:59,61637,437962,false,1249048063618043906
Twitter for iPhone,....Does anyone ever notice how few quotes from an actual person are given nowadays by the Lamestream Media. Very seldom. The unnamed or anonymous sources are almost always FAKE NEWS.,04-11-2020 18:47:39,29143,139094,false,1249046469618864131
Twitter for iPhone,When the Failing @nytimes or Amazon @washingtonpost writes a story saying “unnamed sources said” or any such phrase where a person’s  name is not used don’t believe them. Most of these unnamed sources don’t exist. They are made up to defame &amp; disparage. They have no “source”...,04-11-2020 18:43:03,31928,121112,false,1249045314994081795
Twitter for iPhone,....economy was shuttered. This is unprecedented it is unsettling and challenging but we will rise to meet the occasion.” MACK MCLARTY Clinton White House Chief of Staff. @LelandVittert @FoxNews Thank you Mack. We will be bigger better and stronger than ever before!,04-11-2020 18:33:04,14540,71473,false,1249042799162515457
